id_venda;operador;valor_total;forma_pagamento;data_venda
4352;Usuario Teste;8,00;Cartão de Crédito;11/03/2026 08:44
7069;Usuario Teste;2,00;Dinheiro;11/03/2026 08:41
3759;Usuario Teste;4,50;Cartão de Crédito;11/03/2026 08:02
1873;Usuario Teste;9,00;Cartão de Crédito;11/03/2026 07:59
5247;Usuario Teste;9,00;PIX;11/03/2026 07:42
9849;Usuario Teste;2,00;Cartão de Crédito;11/03/2026 07:24
3092;Usuario Teste;5,50;Dinheiro;11/03/2026 07:18
9310;Usuario Teste;7,50;Cartão de Débito;11/03/2026 07:12
2058;Usuario Teste;8,00;PIX;11/03/2026 07:07
231;Usuario Teste;10,00;PIX;11/03/2026 06:20
3027;Usuario Teste;13,00;PIX;11/03/2026 06:17
9378;Usuario Teste;15,50;PIX;11/03/2026 06:11
564;Usuario Teste;7,50;Cartão de Crédito;10/03/2026 19:43
6907;Usuario Teste;6,50;PIX;10/03/2026 18:47
495;Usuario Teste;9,00;Cartão de Crédito;10/03/2026 17:39
9117;Usuario Teste;8,00;PIX;10/03/2026 17:26
2763;Usuario Teste;2,00;Dinheiro;10/03/2026 16:55
280;Usuario Teste;4,00;Cartão de Crédito;10/03/2026 16:39
3365;Usuario Teste;10,50;Cartão de Crédito;10/03/2026 16:26
8629;Usuario Teste;6,50;PIX;10/03/2026 15:49
2210;Usuario Teste;6,00;Cartão de Débito;10/03/2026 15:26
533;Usuario Teste;2,00;Cartão de Crédito;10/03/2026 15:23
6484;Usuario Teste;9,00;Cartão de Crédito;10/03/2026 15:07
759;Usuario Teste;3,00;PIX;10/03/2026 14:55
9001;Usuario Teste;5,50;PIX;10/03/2026 14:20
6479;Usuario Teste;16,00;Cartão de Crédito;10/03/2026 13:33
1352;Usuario Teste;8,00;Cartão de Crédito;10/03/2026 13:21
1066;Usuario Teste;24,00;Cartão de Crédito;10/03/2026 13:10
5759;Usuario Teste;9,00;PIX;10/03/2026 13:01
7750;Usuario Teste;5,00;Cartão de Crédito;10/03/2026 12:43
9023;Usuario Teste;28,50;PIX;10/03/2026 12:08
3514;Usuario Teste;5,50;Cartão de Crédito;10/03/2026 11:29
1165;Usuario Teste;12,00;PIX;10/03/2026 11:05
3130;Usuario Teste;14,00;PIX;10/03/2026 10:17
9832;Usuario Teste;16,00;Cartão de Crédito;10/03/2026 10:08
7762;Usuario Teste;8,50;Cartão de Crédito;10/03/2026 09:59
7516;Usuario Teste;4,00;Dinheiro;10/03/2026 09:58
2941;Usuario Teste;7,50;PIX;10/03/2026 09:40
7249;Usuario Teste;3,00;PIX;10/03/2026 08:45
7542;Usuario Teste;9,50;Cartão de Débito;10/03/2026 08:40
9348;Usuario Teste;6,00;PIX;10/03/2026 08:29
2675;Usuario Teste;10,00;PIX;10/03/2026 07:58
89;Usuario Teste;6,00;Cartão de Crédito;10/03/2026 07:57
5128;Usuario Teste;9,00;Dinheiro;10/03/2026 07:55
2520;Usuario Teste;12,50;Cartão de Débito;10/03/2026 07:40
2845;Usuario Teste;3,00;PIX;10/03/2026 07:39
2396;Usuario Teste;4,00;Dinheiro;10/03/2026 07:28
5207;Usuario Teste;12,00;Cartão de Crédito;10/03/2026 07:23
1289;Usuario Teste;19,00;Cartão de Débito;10/03/2026 07:23
9606;Usuario Teste;6,50;PIX;10/03/2026 07:22
240;Usuario Teste;6,00;Dinheiro;10/03/2026 07:11
1408;Usuario Teste;17,50;Cartão de Crédito;10/03/2026 06:57
1146;Usuario Teste;12,00;Cartão de Crédito;10/03/2026 06:51
1804;Usuario Teste;10,00;Cartão de Crédito;10/03/2026 06:19
927;Usuario Teste;12,50;PIX;09/03/2026 19:46
5284;Usuario Teste;7,50;PIX;09/03/2026 19:45
1732;Usuario Teste;6,00;Cartão de Débito;09/03/2026 17:04
5439;Usuario Teste;3,00;Cartão de Crédito;09/03/2026 16:30
3762;Usuario Teste;24,00;Cartão de Crédito;09/03/2026 16:20
6298;Usuario Teste;3,00;Cartão de Crédito;09/03/2026 16:10
7264;Usuario Teste;4,50;Cartão de Crédito;09/03/2026 15:44
5921;Usuario Teste;3,00;PIX;09/03/2026 15:33
6939;Usuario Teste;10,50;Cartão de Crédito;09/03/2026 15:11
161;Usuario Teste;3,00;PIX;09/03/2026 15:05
639;Usuario Teste;4,50;PIX;09/03/2026 14:48
5575;Usuario Teste;9,00;Cartão de Crédito;09/03/2026 14:32
9440;Usuario Teste;6,00;Cartão de Débito;09/03/2026 14:04
9124;Usuario Teste;6,00;Cartão de Crédito;09/03/2026 14:04
9044;Usuario Teste;5,00;Cartão de Crédito;09/03/2026 14:03
5703;Usuario Teste;9,00;Cartão de Crédito;09/03/2026 14:03
1884;Usuario Teste;3,00;Cartão de Débito;09/03/2026 13:52
857;Usuario Teste;8,50;PIX;09/03/2026 13:49
3633;Usuario Teste;2,00;Cartão de Crédito;09/03/2026 13:44
1036;Usuario Teste;6,00;Cartão de Crédito;09/03/2026 13:26
264;Usuario Teste;19,00;Cartão de Débito;09/03/2026 13:11
6552;Usuario Teste;7,50;PIX;09/03/2026 12:40
2985;Usuario Teste;6,00;Cartão de Crédito;09/03/2026 12:39
6133;Usuario Teste;25,50;Cartão de Crédito;09/03/2026 12:27
9703;Usuario Teste;5,00;Dinheiro;09/03/2026 12:09
622;Usuario Teste;14,00;Cartão de Crédito;09/03/2026 12:00
7170;Usuario Teste;10,00;PIX;09/03/2026 11:52
9357;Usuario Teste;5,00;PIX;09/03/2026 11:49
463;Usuario Teste;6,00;PIX;09/03/2026 11:48
7214;Usuario Teste;6,00;PIX;09/03/2026 11:38
9439;Usuario Teste;5,00;PIX;09/03/2026 11:37
2143;Usuario Teste;8,00;PIX;09/03/2026 11:29
9012;Usuario Teste;19,00;PIX;09/03/2026 11:15
7524;Usuario Teste;5,50;PIX;09/03/2026 11:09
7367;Usuario Teste;23,50;Cartão de Débito;09/03/2026 11:08
3481;Usuario Teste;2,00;Dinheiro;09/03/2026 10:55
6764;Usuario Teste;7,50;Cartão de Débito;09/03/2026 10:44
9426;Usuario Teste;6,00;Cartão de Crédito;09/03/2026 10:41
2881;Usuario Teste;14,50;Cartão de Débito;09/03/2026 10:29
389;Usuario Teste;8,50;PIX;09/03/2026 10:13
6894;Usuario Teste;4,00;PIX;09/03/2026 09:50
5001;Usuario Teste;12,00;PIX;09/03/2026 09:25
4905;Usuario Teste;9,00;Cartão de Crédito;09/03/2026 09:21
8635;Usuario Teste;8,50;Cartão de Crédito;09/03/2026 09:14
841;Usuario Teste;5,00;Cartão de Crédito;09/03/2026 09:14
8523;Usuario Teste;7,50;Dinheiro;09/03/2026 09:05
7637;Usuario Teste;12,00;Cartão de Débito;09/03/2026 08:56
4167;Usuario Teste;9,50;Cartão de Débito;09/03/2026 08:51
9364;Usuario Teste;5,50;PIX;09/03/2026 08:48
1823;Usuario Teste;14,50;PIX;09/03/2026 08:47
8663;Usuario Teste;10,50;PIX;09/03/2026 08:39
5550;Usuario Teste;22,50;Dinheiro;09/03/2026 08:35
6532;Usuario Teste;15,50;PIX;09/03/2026 08:34
1594;Usuario Teste;3,00;Cartão de Crédito;09/03/2026 08:34
7383;Usuario Teste;4,50;PIX;09/03/2026 08:32
6689;Usuario Teste;25,50;Cartão de Crédito;09/03/2026 08:29
7346;Usuario Teste;12,00;Cartão de Débito;09/03/2026 08:29
1449;Usuario Teste;3,00;Cartão de Crédito;09/03/2026 08:28
7339;Usuario Teste;4,00;PIX;09/03/2026 08:20
9777;Usuario Teste;11,00;Cartão de Crédito;09/03/2026 08:18
5092;Usuario Teste;14,50;Cartão de Débito;09/03/2026 08:11
640;Usuario Teste;7,50;Dinheiro;09/03/2026 07:51
4536;Usuario Teste;2,00;PIX;09/03/2026 07:48
9567;Usuario Teste;4,50;PIX;09/03/2026 07:38
8809;Usuario Teste;13,00;Cartão de Crédito;09/03/2026 07:36
4234;Usuario Teste;4,00;PIX;09/03/2026 07:17
9582;Usuario Teste;6,50;PIX;09/03/2026 07:14
7877;Usuario Teste;4,50;Cartão de Crédito;09/03/2026 07:10
1829;Usuario Teste;3,00;Cartão de Débito;09/03/2026 06:06
661;Usuario Teste;18,00;PIX;08/03/2026 18:23
8061;Usuario Teste;3,00;Dinheiro;08/03/2026 17:55
8428;Usuario Teste;13,00;Cartão de Crédito;08/03/2026 17:27
1888;Usuario Teste;23,50;PIX;08/03/2026 16:26
2167;Usuario Teste;12,00;Cartão de Crédito;08/03/2026 15:53
8897;Usuario Teste;12,00;Cartão de Crédito;08/03/2026 15:04
5170;Usuario Teste;19,00;Cartão de Crédito;08/03/2026 15:04
3200;Usuario Teste;13,50;Cartão de Crédito;08/03/2026 14:48
408;Usuario Teste;13,50;PIX;08/03/2026 14:16
2914;Usuario Teste;8,00;PIX;08/03/2026 14:14
3115;Usuario Teste;14,00;Cartão de Crédito;08/03/2026 13:36
63;Usuario Teste;20,50;PIX;08/03/2026 12:44
1635;Usuario Teste;7,50;PIX;08/03/2026 12:23
7609;Usuario Teste;5,50;PIX;08/03/2026 11:38
5455;Usuario Teste;25,50;PIX;08/03/2026 11:09
2457;Usuario Teste;5,50;Dinheiro;08/03/2026 09:32
5902;Usuario Teste;19,00;PIX;08/03/2026 09:27
3155;Usuario Teste;8,50;Dinheiro;08/03/2026 09:26
8417;Usuario Teste;16,50;PIX;08/03/2026 09:04
3880;Usuario Teste;2,00;Cartão de Crédito;08/03/2026 08:55
9805;Usuario Teste;13,50;Cartão de Débito;08/03/2026 08:40
50;Usuario Teste;15,50;Cartão de Débito;08/03/2026 08:37
869;Usuario Teste;4,00;PIX;08/03/2026 08:32
2270;Usuario Teste;10,00;Cartão de Crédito;08/03/2026 07:35
9743;Usuario Teste;18,00;Cartão de Débito;08/03/2026 07:21
163;Usuario Teste;5,00;Cartão de Crédito;08/03/2026 07:11
5776;Usuario Teste;3,00;PIX;08/03/2026 07:05
6176;Usuario Teste;6,00;Cartão de Débito;07/03/2026 18:22
1928;Usuario Teste;2,00;Dinheiro;07/03/2026 18:19
813;Usuario Teste;3,00;Cartão de Crédito;07/03/2026 17:57
5007;Usuario Teste;3,00;Cartão de Débito;07/03/2026 17:45
8888;Usuario Teste;7,50;PIX;07/03/2026 17:33
5273;Usuario Teste;10,50;PIX;07/03/2026 16:19
610;Usuario Teste;12,50;Cartão de Crédito;07/03/2026 16:09
8499;Usuario Teste;9,00;Cartão de Débito;07/03/2026 15:55
5083;Usuario Teste;10,00;Cartão de Crédito;07/03/2026 15:12
1946;Usuario Teste;12,00;Cartão de Crédito;07/03/2026 15:06
9287;Usuario Teste;3,00;PIX;07/03/2026 15:02
732;Usuario Teste;25,00;Cartão de Crédito;07/03/2026 14:59
1021;Usuario Teste;9,00;Cartão de Crédito;07/03/2026 14:54
4578;Usuario Teste;7,50;PIX;07/03/2026 14:47
6241;Usuario Teste;7,50;PIX;07/03/2026 14:42
2604;Usuario Teste;23,50;Cartão de Débito;07/03/2026 14:11
3831;Usuario Teste;9,00;Cartão de Crédito;07/03/2026 14:00
1020;Usuario Teste;6,00;Dinheiro;07/03/2026 13:53
6759;Usuario Teste;10,00;PIX;07/03/2026 13:42
2313;Usuario Teste;4,50;PIX;07/03/2026 13:34
197;Usuario Teste;18,50;PIX;07/03/2026 13:16
8716;Usuario Teste;43,00;Dinheiro;07/03/2026 12:59
3497;Usuario Teste;12,00;Cartão de Débito;07/03/2026 12:55
9678;Usuario Teste;18,00;Cartão de Débito;07/03/2026 12:47
2849;Usuario Teste;3,00;PIX;07/03/2026 12:35
1259;Usuario Teste;2,00;Cartão de Débito;07/03/2026 12:23
981;Usuario Teste;12,00;Cartão de Crédito;07/03/2026 12:22
4088;Usuario Teste;7,50;PIX;07/03/2026 12:08
6796;Usuario Teste;5,50;Cartão de Crédito;07/03/2026 11:42
4644;Usuario Teste;6,00;Cartão de Crédito;07/03/2026 11:21
1629;Usuario Teste;8,00;PIX;07/03/2026 11:21
5695;Usuario Teste;10,00;Dinheiro;07/03/2026 11:20
2016;Usuario Teste;21,50;Cartão de Débito;07/03/2026 11:19
816;Usuario Teste;8,00;PIX;07/03/2026 11:14
3801;Usuario Teste;25,00;PIX;07/03/2026 11:12
9504;Usuario Teste;4,50;Cartão de Débito;07/03/2026 11:05
7511;Usuario Teste;23,50;Cartão de Débito;07/03/2026 10:59
8779;Usuario Teste;3,00;PIX;07/03/2026 10:48
9355;Usuario Teste;5,50;Cartão de Débito;07/03/2026 10:41
2278;Usuario Teste;4,50;PIX;07/03/2026 10:39
9088;Usuario Teste;6,50;Cartão de Crédito;07/03/2026 10:34
4956;Usuario Teste;24,00;Cartão de Crédito;07/03/2026 10:33
6222;Usuario Teste;9,00;Cartão de Crédito;07/03/2026 10:29
8957;Usuario Teste;12,50;Cartão de Crédito;07/03/2026 10:27
3611;Usuario Teste;2,00;PIX;07/03/2026 10:08
8073;Usuario Teste;8,00;Dinheiro;07/03/2026 09:18
8560;Usuario Teste;6,00;Cartão de Crédito;07/03/2026 09:12
838;Usuario Teste;23,00;Cartão de Crédito;07/03/2026 09:01
7135;Usuario Teste;6,00;PIX;07/03/2026 09:01
3573;Usuario Teste;2,00;Cartão de Crédito;07/03/2026 08:53
6478;Usuario Teste;18,00;Dinheiro;07/03/2026 08:51
8166;Usuario Teste;4,50;PIX;07/03/2026 08:47
8652;Usuario Teste;21,00;Cartão de Crédito;07/03/2026 08:46
7172;Usuario Teste;7,50;PIX;07/03/2026 08:21
7;Usuario Teste;2,00;Cartão de Crédito;07/03/2026 08:18
8898;Usuario Teste;16,00;Cartão de Crédito;07/03/2026 08:16
5157;Usuario Teste;4,50;Cartão de Crédito;07/03/2026 07:58
2005;Usuario Teste;5,00;Cartão de Débito;07/03/2026 07:42
3345;Usuario Teste;9,50;Cartão de Crédito;07/03/2026 07:42
7897;Usuario Teste;5,00;PIX;07/03/2026 07:37
1546;Usuario Teste;4,00;Cartão de Crédito;07/03/2026 07:31
727;Usuario Teste;9,00;Cartão de Crédito;07/03/2026 07:28
88;Usuario Teste;8,50;PIX;07/03/2026 07:22
9903;Usuario Teste;2,00;Dinheiro;07/03/2026 07:10
7061;Usuario Teste;12,50;Cartão de Débito;07/03/2026 07:08
3483;Usuario Teste;11,00;PIX;07/03/2026 06:57
8359;Usuario Teste;4,50;Cartão de Crédito;07/03/2026 06:39
6178;Usuario Teste;2,00;PIX;06/03/2026 19:00
4072;Usuario Teste;2,00;Cartão de Crédito;06/03/2026 17:01
9512;Usuario Teste;15,50;PIX;06/03/2026 16:36
5552;Usuario Teste;5,50;Cartão de Crédito;06/03/2026 15:41
8737;Usuario Teste;6,00;Dinheiro;06/03/2026 15:31
2913;Usuario Teste;17,50;Dinheiro;06/03/2026 15:16
1846;Usuario Teste;3,00;PIX;06/03/2026 15:11
7057;Usuario Teste;16,50;PIX;06/03/2026 15:01
7018;Usuario Teste;4,00;PIX;06/03/2026 14:54
3135;Usuario Teste;5,50;Cartão de Débito;06/03/2026 14:46
5727;Usuario Teste;4,50;Dinheiro;06/03/2026 14:43
3266;Usuario Teste;19,50;Cartão de Crédito;06/03/2026 14:29
2819;Usuario Teste;5,00;PIX;06/03/2026 14:27
5820;Usuario Teste;6,00;Cartão de Débito;06/03/2026 13:47
2160;Usuario Teste;2,00;Dinheiro;06/03/2026 13:38
139;Usuario Teste;10,00;PIX;06/03/2026 13:29
8980;Usuario Teste;11,50;PIX;06/03/2026 13:20
9216;Usuario Teste;12,00;Cartão de Crédito;06/03/2026 13:01
8589;Usuario Teste;12,00;Cartão de Crédito;06/03/2026 12:58
1682;Usuario Teste;4,50;Cartão de Crédito;06/03/2026 12:46
3648;Usuario Teste;12,50;PIX;06/03/2026 12:09
6642;Usuario Teste;5,00;Cartão de Crédito;06/03/2026 12:05
5872;Usuario Teste;10,50;Cartão de Crédito;06/03/2026 12:03
9826;Usuario Teste;15,00;Cartão de Débito;06/03/2026 11:59
8173;Usuario Teste;9,00;Dinheiro;06/03/2026 11:47
3192;Usuario Teste;22,00;Cartão de Débito;06/03/2026 11:46
8683;Usuario Teste;5,50;Cartão de Débito;06/03/2026 11:41
4546;Usuario Teste;2,00;Cartão de Crédito;06/03/2026 11:40
7011;Usuario Teste;11,00;Cartão de Débito;06/03/2026 11:19
1452;Usuario Teste;24,00;Cartão de Crédito;06/03/2026 11:02
6625;Usuario Teste;6,00;Cartão de Débito;06/03/2026 10:58
5628;Usuario Teste;9,00;PIX;06/03/2026 10:49
8506;Usuario Teste;2,00;PIX;06/03/2026 10:20
1105;Usuario Teste;13,00;Dinheiro;06/03/2026 10:12
1584;Usuario Teste;30,00;Cartão de Débito;06/03/2026 10:10
7487;Usuario Teste;7,50;PIX;06/03/2026 09:52
2743;Usuario Teste;14,50;PIX;06/03/2026 09:38
2146;Usuario Teste;9,00;Cartão de Débito;06/03/2026 09:11
9388;Usuario Teste;16,50;PIX;06/03/2026 08:58
9151;Usuario Teste;6,00;Cartão de Crédito;06/03/2026 08:36
9446;Usuario Teste;4,50;PIX;06/03/2026 08:30
9346;Usuario Teste;6,00;Cartão de Crédito;06/03/2026 08:29
2013;Usuario Teste;7,50;Cartão de Crédito;06/03/2026 08:28
6685;Usuario Teste;4,50;PIX;06/03/2026 08:19
4585;Usuario Teste;7,50;Cartão de Crédito;06/03/2026 08:05
3883;Usuario Teste;19,00;PIX;06/03/2026 08:04
4011;Usuario Teste;20,50;PIX;06/03/2026 08:01
4264;Usuario Teste;9,50;Cartão de Crédito;06/03/2026 07:40
2322;Usuario Teste;23,00;Cartão de Crédito;06/03/2026 07:39
2699;Usuario Teste;13,50;PIX;06/03/2026 07:19
2844;Usuario Teste;15,00;Cartão de Débito;05/03/2026 19:42
4340;Usuario Teste;6,00;PIX;05/03/2026 19:20
8358;Usuario Teste;7,50;PIX;05/03/2026 18:29
3417;Usuario Teste;30,50;Cartão de Débito;05/03/2026 18:07
9431;Usuario Teste;5,50;Dinheiro;05/03/2026 17:24
6812;Usuario Teste;19,00;PIX;05/03/2026 17:21
4477;Usuario Teste;19,50;PIX;05/03/2026 16:38
7198;Usuario Teste;4,50;Cartão de Crédito;05/03/2026 16:28
327;Usuario Teste;13,50;PIX;05/03/2026 15:28
6250;Usuario Teste;13,50;Cartão de Crédito;05/03/2026 14:56
9377;Usuario Teste;4,50;PIX;05/03/2026 14:39
7434;Usuario Teste;13,50;PIX;05/03/2026 14:21
724;Usuario Teste;22,00;PIX;05/03/2026 14:12
8577;Usuario Teste;3,00;Cartão de Débito;05/03/2026 13:30
1552;Usuario Teste;2,00;Cartão de Crédito;05/03/2026 13:15
3005;Usuario Teste;15,00;PIX;05/03/2026 12:37
1540;Usuario Teste;23,50;PIX;05/03/2026 12:21
8375;Usuario Teste;14,00;PIX;05/03/2026 12:20
5393;Usuario Teste;5,00;Cartão de Débito;05/03/2026 12:11
8881;Usuario Teste;9,00;Dinheiro;05/03/2026 12:05
6583;Usuario Teste;17,00;PIX;05/03/2026 11:45
9081;Usuario Teste;26,50;PIX;05/03/2026 11:37
4152;Usuario Teste;7,50;Dinheiro;05/03/2026 11:32
8102;Usuario Teste;5,50;Cartão de Débito;05/03/2026 11:08
1125;Usuario Teste;4,50;Dinheiro;05/03/2026 11:07
1108;Usuario Teste;8,00;PIX;05/03/2026 10:34
8613;Usuario Teste;3,00;PIX;05/03/2026 10:33
6615;Usuario Teste;9,50;Cartão de Crédito;05/03/2026 10:28
2994;Usuario Teste;18,00;Cartão de Crédito;05/03/2026 10:25
2629;Usuario Teste;12,00;Cartão de Crédito;05/03/2026 10:22
5731;Usuario Teste;25,50;Cartão de Débito;05/03/2026 10:19
3684;Usuario Teste;10,50;Cartão de Débito;05/03/2026 10:19
4162;Usuario Teste;5,00;Cartão de Crédito;05/03/2026 10:14
2915;Usuario Teste;18,00;Cartão de Débito;05/03/2026 09:44
1397;Usuario Teste;7,50;PIX;05/03/2026 09:22
2764;Usuario Teste;7,50;PIX;05/03/2026 08:57
632;Usuario Teste;6,00;Cartão de Débito;05/03/2026 08:49
7295;Usuario Teste;6,00;PIX;05/03/2026 08:47
1220;Usuario Teste;4,50;PIX;05/03/2026 08:37
928;Usuario Teste;22,00;PIX;05/03/2026 08:31
9629;Usuario Teste;16,50;Cartão de Crédito;05/03/2026 08:09
1752;Usuario Teste;16,00;Cartão de Débito;05/03/2026 07:46
9655;Usuario Teste;7,50;Cartão de Crédito;05/03/2026 07:32
1613;Usuario Teste;4,00;Cartão de Crédito;05/03/2026 07:31
45;Usuario Teste;5,00;Dinheiro;05/03/2026 07:13
8032;Usuario Teste;21,00;Cartão de Débito;05/03/2026 07:13
1202;Usuario Teste;24,50;Dinheiro;05/03/2026 07:13
8935;Usuario Teste;5,00;Cartão de Débito;05/03/2026 07:01
8207;Usuario Teste;16,50;Dinheiro;05/03/2026 06:27
6895;Usuario Teste;7,50;PIX;05/03/2026 06:17
8330;Usuario Teste;13,00;PIX;04/03/2026 19:35
9416;Usuario Teste;3,00;Dinheiro;04/03/2026 19:03
2325;Usuario Teste;5,00;Cartão de Crédito;04/03/2026 18:54
3412;Usuario Teste;4,50;PIX;04/03/2026 18:11
1351;Usuario Teste;15,50;PIX;04/03/2026 17:59
1379;Usuario Teste;18,00;PIX;04/03/2026 17:55
9665;Usuario Teste;5,50;PIX;04/03/2026 17:23
2581;Usuario Teste;4,50;Cartão de Crédito;04/03/2026 16:44
4492;Usuario Teste;12,50;Cartão de Débito;04/03/2026 16:34
1894;Usuario Teste;6,50;Cartão de Crédito;04/03/2026 15:37
3063;Usuario Teste;2,00;PIX;04/03/2026 15:34
9969;Usuario Teste;21,50;Cartão de Crédito;04/03/2026 15:20
5960;Usuario Teste;10,00;Cartão de Débito;04/03/2026 15:02
3064;Usuario Teste;27,00;Cartão de Débito;04/03/2026 14:30
4003;Usuario Teste;26,50;Cartão de Débito;04/03/2026 14:29
7289;Usuario Teste;5,50;PIX;04/03/2026 14:11
2618;Usuario Teste;15,00;Cartão de Crédito;04/03/2026 14:11
9739;Usuario Teste;6,00;PIX;04/03/2026 13:25
8313;Usuario Teste;9,00;Cartão de Débito;04/03/2026 13:22
8637;Usuario Teste;6,50;Dinheiro;04/03/2026 13:16
5920;Usuario Teste;6,00;Cartão de Débito;04/03/2026 13:08
8922;Usuario Teste;6,00;Cartão de Crédito;04/03/2026 12:49
8478;Usuario Teste;5,50;Cartão de Débito;04/03/2026 11:58
3521;Usuario Teste;3,00;Cartão de Débito;04/03/2026 11:50
9770;Usuario Teste;10,50;PIX;04/03/2026 11:50
4255;Usuario Teste;26,50;PIX;04/03/2026 11:43
6345;Usuario Teste;27,00;Cartão de Crédito;04/03/2026 11:42
8669;Usuario Teste;13,00;Cartão de Crédito;04/03/2026 11:31
9518;Usuario Teste;9,00;Cartão de Débito;04/03/2026 11:10
4802;Usuario Teste;4,50;Cartão de Crédito;04/03/2026 11:09
7381;Usuario Teste;10,50;Dinheiro;04/03/2026 11:09
8339;Usuario Teste;7,50;PIX;04/03/2026 11:06
9140;Usuario Teste;3,00;Cartão de Débito;04/03/2026 10:24
7523;Usuario Teste;18,50;PIX;04/03/2026 10:23
2397;Usuario Teste;7,50;PIX;04/03/2026 10:16
2974;Usuario Teste;6,00;Cartão de Crédito;04/03/2026 10:07
3355;Usuario Teste;14,50;PIX;04/03/2026 09:53
275;Usuario Teste;5,50;PIX;04/03/2026 09:38
1010;Usuario Teste;10,50;PIX;04/03/2026 09:02
6880;Usuario Teste;9,00;PIX;04/03/2026 08:32
337;Usuario Teste;6,00;Cartão de Débito;04/03/2026 08:30
6387;Usuario Teste;6,00;Dinheiro;04/03/2026 08:26
7007;Usuario Teste;10,00;PIX;04/03/2026 08:00
5680;Usuario Teste;13,50;PIX;04/03/2026 07:46
7692;Usuario Teste;24,00;Cartão de Crédito;04/03/2026 07:46
598;Usuario Teste;4,50;PIX;04/03/2026 07:31
2509;Usuario Teste;15,00;PIX;04/03/2026 07:26
8303;Usuario Teste;19,50;PIX;04/03/2026 07:25
3694;Usuario Teste;11,50;Cartão de Débito;04/03/2026 06:08
8625;Usuario Teste;4,00;Cartão de Crédito;04/03/2026 06:08
4155;Usuario Teste;15,00;Cartão de Crédito;03/03/2026 18:27
1721;Usuario Teste;3,00;Cartão de Crédito;03/03/2026 17:44
1307;Usuario Teste;5,50;Cartão de Crédito;03/03/2026 16:50
2475;Usuario Teste;19,50;Cartão de Crédito;03/03/2026 16:44
1607;Usuario Teste;13,00;Cartão de Crédito;03/03/2026 16:41
9157;Usuario Teste;24,50;PIX;03/03/2026 15:07
8829;Usuario Teste;13,50;PIX;03/03/2026 14:56
1063;Usuario Teste;19,00;Cartão de Crédito;03/03/2026 14:36
2785;Usuario Teste;6,00;Cartão de Débito;03/03/2026 13:53
30;Usuario Teste;11,50;Cartão de Crédito;03/03/2026 13:31
130;Usuario Teste;13,00;PIX;03/03/2026 13:22
9308;Usuario Teste;16,00;PIX;03/03/2026 13:09
9469;Usuario Teste;6,00;Cartão de Débito;03/03/2026 13:04
5933;Usuario Teste;5,50;PIX;03/03/2026 12:48
2404;Usuario Teste;2,00;Cartão de Crédito;03/03/2026 12:32
6932;Usuario Teste;8,00;Cartão de Crédito;03/03/2026 12:28
7974;Usuario Teste;13,00;Cartão de Crédito;03/03/2026 12:22
7325;Usuario Teste;3,00;PIX;03/03/2026 12:06
4502;Usuario Teste;12,00;PIX;03/03/2026 11:24
921;Usuario Teste;30,00;Cartão de Débito;03/03/2026 10:52
5845;Usuario Teste;10,50;Cartão de Crédito;03/03/2026 10:35
6144;Usuario Teste;10,50;Dinheiro;03/03/2026 10:24
962;Usuario Teste;10,50;Cartão de Crédito;03/03/2026 09:57
8562;Usuario Teste;11,00;PIX;03/03/2026 09:56
3973;Usuario Teste;9,50;Cartão de Crédito;03/03/2026 09:51
4883;Usuario Teste;7,50;Cartão de Crédito;03/03/2026 09:41
9626;Usuario Teste;5,00;Cartão de Crédito;03/03/2026 09:36
1979;Usuario Teste;3,00;Cartão de Crédito;03/03/2026 08:59
7937;Usuario Teste;34,50;PIX;03/03/2026 08:45
3596;Usuario Teste;21,00;Cartão de Crédito;03/03/2026 08:40
8852;Usuario Teste;19,50;Cartão de Débito;03/03/2026 08:36
6248;Usuario Teste;2,00;PIX;03/03/2026 08:27
527;Usuario Teste;3,00;Cartão de Crédito;03/03/2026 08:01
4662;Usuario Teste;7,50;PIX;03/03/2026 07:55
8887;Usuario Teste;22,00;PIX;03/03/2026 07:42
5961;Usuario Teste;18,00;Dinheiro;03/03/2026 07:42
5735;Usuario Teste;4,50;PIX;03/03/2026 07:31
7832;Usuario Teste;3,00;PIX;03/03/2026 07:20
3969;Usuario Teste;18,00;PIX;03/03/2026 07:18
5586;Usuario Teste;2,00;Cartão de Débito;03/03/2026 07:18
8373;Usuario Teste;22,50;Cartão de Débito;03/03/2026 07:05
1498;Usuario Teste;5,50;Cartão de Débito;03/03/2026 07:03
7896;Usuario Teste;23,00;Cartão de Crédito;03/03/2026 06:59
1512;Usuario Teste;9,00;Cartão de Crédito;03/03/2026 06:55
5785;Usuario Teste;5,50;Dinheiro;03/03/2026 06:53
1518;Usuario Teste;16,00;PIX;03/03/2026 06:19
5527;Usuario Teste;12,00;Cartão de Crédito;03/03/2026 06:16
1645;Usuario Teste;19,00;Cartão de Débito;03/03/2026 06:00
2006;Usuario Teste;4,50;PIX;02/03/2026 19:31
7954;Usuario Teste;12,00;PIX;02/03/2026 18:35
2511;Usuario Teste;4,50;PIX;02/03/2026 17:25
5344;Usuario Teste;6,50;Cartão de Crédito;02/03/2026 17:14
5660;Usuario Teste;14,50;Cartão de Débito;02/03/2026 16:41
9746;Usuario Teste;22,50;Dinheiro;02/03/2026 16:19
4147;Usuario Teste;3,00;Cartão de Débito;02/03/2026 15:43
